project_id,name,category,aliases,search_terms,developer,device,country,reporting_country,technology,in_scope,test_site_id,test_site_name_raw,location,capacity_kw,capacity_basis,lat,lon,location_basis,first_seen,last_seen,report_years,report_pages,obs_ids,report_years_basis,latest_status,source,pilot_project_id,primre_name,primre_link_basis,primre_status,primre_scale,primre_website,review_status,notes
P0468,Hailong 2 at Dawanshan Island,PRIMRE,,Hailong,China Shipbuilding Industry Corporation,Hailong 2,China,,wave,yes,,,South China Sea,,,21.9355,113.7332,PRIMRE,,,,,,,,PRIMRE,,Hailong 2 at Dawanshan Island,PRIMRE record,Inactive,,,PRIMRE only: not named in the reports,
P0469,Haiming I Xiaomentou Channel,PRIMRE,,Haiming,Harbin Engineering University,Haiming I,China,,tidal,yes,,,East China Sea,10,PRIMRE,29.9617,122.2088,PRIMRE,,,,,,,,PRIMRE,,Haiming I Xiaomentou Channel,PRIMRE record,Inactive,Full-scale,https://tethys-engineering.pnnl.gov/sites/default/files/publications/Chen-et-al-2022.pdf,PRIMRE only: not named in the reports,
P0470,Haineng I - Guishan Channel,PRIMRE,,Haineng | Haineng I,Harbin Engineering University,Haineng I 300 kW tidal turbine,China,,tidal,yes,,,Guishan Channel,300,PRIMRE,30.2090,122.2143,PRIMRE,,,,,,,,PRIMRE,,Haineng I - Guishan Channel,PRIMRE record,Inactive,Full-scale,https://tethys.pnnl.gov/sites/default/files/publications/Liu-et-al-2018.pdf,PRIMRE only: not named in the reports,
P0471,Haineng II - Zhaitang Island Isolated Hybrid Power Demonstration Station,PRIMRE,,Haineng | Haineng II,Harbin Engineering University,Haineng II 200 kW tidal turbine,China,,tidal,yes,,,"Yellow Sea, China",200,PRIMRE,35.6332,119.9391,PRIMRE,,,,,,,,PRIMRE,,Haineng II - Zhaitang Island Isolated Hybrid Power Demonstration Station,PRIMRE record,Inactive,Full-scale,"https://report2014.ocean-energy-systems.org/country-reports/china/technology-demonstration/#:~:text=marine_ecological_environment.-,Zhaitang_Island_Hybrid_Power_Station,-has_been_in",PRIMRE only: not named in the reports,
P0472,Haineng III trial,PRIMRE,,Haineng,Harbin Engineering University,Haineng III 600 kW tidal turbine,China,,tidal,yes,,,Guishan Channel,600,PRIMRE,30.3133,122.2143,PRIMRE,,,,,,,,PRIMRE,,Haineng III trial,PRIMRE record,Inactive,Full-scale,https://www.researchgate.net/publication/331472391_Representative_technology_development_of_marine_renewable_energy_in_China,PRIMRE only: not named in the reports,
P0473,Haiyuan I Sea Trial,PRIMRE,,Haiyuan,Zhejiang University,Haiyuan I,China,,wave,yes,,,"Dongsha, Zhousan, China",10,PRIMRE,20.6942,116.9106,PRIMRE,,,,,,,,PRIMRE,,Haiyuan I Sea Trial,PRIMRE record,Inactive,Full-scale,https://www.sciencedirect.com/science/article/pii/S0029801821005151,PRIMRE only: not named in the reports,"its device 'Haiyuan I' is named in the reports (2015-2015), perhaps for another deployment"
P0474,Half Moon Cove Tidal Project,PRIMRE,,Half Moon Cove,Tidewalker Associates,,United States,,tidal,yes,,,"Half Moon Cove, Maine",10000,PRIMRE,44.9464,-67.0494,PRIMRE,,,,,,,,PRIMRE,,Half Moon Cove Tidal Project,PRIMRE record,Inactive,Full-scale,https://www.mtp.rigelvii.com/general.html,PRIMRE only: not named in the reports,
P0475,Haramachi Axial-Flow OWC WEC Demonstration,PRIMRE,,Haramachi Axial-Flow,Tohoku Electric Power Co Inc,Haramachi Axial-Flow OWC WEC,Japan,,wave,yes,,,North Pacific Ocean,130,PRIMRE,37.7214,140.9851,PRIMRE,,,,,,,,PRIMRE,,Haramachi Axial-Flow OWC WEC Demonstration,PRIMRE record,Inactive,Full-scale,https://web.archive.org/web/20180728070910id_/https://www.jstage.jst.go.jp/article/kikaib1979/70/691/70_691_685/_pdf,PRIMRE only: not named in the reports,
P0476,Hpa An,PRIMRE,,Hpa,New Energy Corporation,EVG-005H,Myanmar,,river current,yes,,,Thanlyin River,10,PRIMRE,16.9000,97.6104,PRIMRE,,,,,,,,PRIMRE,,Hpa An,PRIMRE record,Inactive,Full-scale,https://www.youtube.com/watch?v=Z2q76KASCv8,PRIMRE only: not named in the reports,
P0477,Humber Pulse Tidal,PRIMRE,,~Pulse-Stream,Pulse Tidal formerly Pulse Generation,Pulse-Stream,United Kingdom,,tidal,yes,,,Humber,100,PRIMRE,53.6412,-0.2860,PRIMRE,,,,,,,,PRIMRE,,Humber Pulse Tidal,PRIMRE record,Inactive,Sub-scale,https://www.thebusinessdesk.com/yorkshire/news/8141-pulse-tidal-looks-to-cash-in-on-wave-power,PRIMRE only: not named in the reports,"its device 'Pulse-Stream' is named in the reports (2011-2012), perhaps for another deployment"
P0478,Hydrokinetic Energy Corp Turbine,PRIMRE,,Hydrokinetic Energy Corp,Hydrokinetic Energy Corp,Hydrokinetic Energy Current Turbine,United States,,tidal,yes,,,"Florida Keys, Florida",4000,PRIMRE,24.7902,-81.0658,PRIMRE,,,,,,,,PRIMRE,,Hydrokinetic Energy Corp Turbine,PRIMRE record,Active,Sub-scale,https://hydrokinetic-energy.com/project,PRIMRE only: not named in the reports,
P0480,ISWEC Wave Power Plant at Pantelleria,PRIMRE,,ISWEC,"Wave for Energy s.r.l,Eni",ISWEC Inertial Sea Wave Energy Converter,Italy,,wave,yes,,,Coast of Pantelleria,260,PRIMRE,36.8059,12.0077,PRIMRE,,,,,,,,PRIMRE,,ISWEC Wave Power Plant at Pantelleria,PRIMRE record,Active,Full-scale,https://www.eni.com/en-IT/media/press-release/2023/03/installation-iswec-off-coast-pantelleria-has-been-completed.html,PRIMRE only: not named in the reports,
P0484,Islay Community Demonstration,PRIMRE,,~FM-Swimmer | Islay Community,Flex Marine Power Ltd,FM-Swimmer Tidal Turbine,United Kingdom,,tidal,yes,,,"Sound of Islay, Scotland",50,PRIMRE,55.8476,-6.1019,PRIMRE,,,,,,,,PRIMRE,,Islay Community Demonstration,PRIMRE record,Active,Full-scale,https://www.flexmarinepower.com/,PRIMRE only: not named in the reports,
P0485,JiDA II Sea Trial - Taiwan Strait,PRIMRE,,~Jimei University,Jimei University,Jimei University - JiDa FABWEC,China,,wave,yes,,,"Taiwan Strait, South China Sea",10,PRIMRE,24.4934,119.0227,PRIMRE,,,,,,,,PRIMRE,,JiDA II Sea Trial - Taiwan Strait,PRIMRE record,Inactive,Full-scale,https://tethys-engineering.pnnl.gov/publications/structural-optimization-oscillating-array-buoys-energy-capturing-enhancement-novel,PRIMRE only: not named in the reports,
P0486,JiDA III Sea Trial - Taiwan Strait,PRIMRE,,~Jimei University,Jimei University,Jimei University - JiDa FABWEC,China,,wave,yes,,,"Taiwan Strait, South China Sea",30,PRIMRE,24.4934,119.0227,PRIMRE,,,,,,,,PRIMRE,,JiDA III Sea Trial - Taiwan Strait,PRIMRE record,Active,Full-scale,https://tethys-engineering.pnnl.gov/publications/structural-optimization-oscillating-array-buoys-energy-capturing-enhancement-novel,PRIMRE only: not named in the reports,
P0487,JiDA IV Sea Trial - Taiwan Strait,PRIMRE,,~Jimei University,Jimei University,Jimei University - JiDa FABWEC,China,,wave,yes,,,"Taiwan Strait, South China Sea",100,PRIMRE,24.4934,119.0227,PRIMRE,,,,,,,,PRIMRE,,JiDA IV Sea Trial - Taiwan Strait,PRIMRE record,Active,Full-scale,https://jyt.fujian.gov.cn/jglb/gdjycsxwb/gjdt/202409/t20240924_6527815.htm,PRIMRE only: not named in the reports,
P0488,JiDa I Sea Trial - Taiwan Strait,PRIMRE,,~Jimei University,Jimei University,Jimei University - JiDa FABWEC,China,,wave,yes,,,"Taiwan Strait, South China Sea",10,PRIMRE,24.4934,119.0227,PRIMRE,,,,,,,,PRIMRE,,JiDa I Sea Trial - Taiwan Strait,PRIMRE record,Inactive,Full-scale,https://report2015.ocean-energy-systems.org/country-reports/china/research-and-development/#:~:text=Jimei_University_(JMU):,PRIMRE only: not named in the reports,
P0490,Kaimei Japan Sea 1,PRIMRE,,Kaimei | Kaimei Japan,Japan Agency for Marine-Earth Science and Technology,Kaimei,Japan,,wave,yes,,,Japan Sea,150,PRIMRE,39.0483,139.1497,PRIMRE,,,,,,,,PRIMRE,,Kaimei Japan Sea 1,PRIMRE record,Inactive,,https://onepetro.org/OTCONF/proceedings-abstract/80OTC/80OTC/OTC-3689-MS/48506,PRIMRE only: not named in the reports,
P0491,Kaimei Japan Sea 2,PRIMRE,,Kaimei | Kaimei Japan,Japan Agency for Marine-Earth Science and Technology,Kaimei,Japan,,wave,yes,,,Japan Sea,400,PRIMRE,39.0406,139.5068,PRIMRE,,,,,,,,PRIMRE,,Kaimei Japan Sea 2,PRIMRE record,Inactive,Full-scale,https://onepetro.org/OTCONF/proceedings-abstract/80OTC/80OTC/OTC-3689-MS/48506,PRIMRE only: not named in the reports,
P0492,Kaimei Japan Sea 3,PRIMRE,,Kaimei | Kaimei Japan,Japan Agency for Marine-Earth Science and Technology,Kaimei,Japan,,wave,yes,,,Japan Sea,435,PRIMRE,39.1069,139.0288,PRIMRE,,,,,,,,PRIMRE,,Kaimei Japan Sea 3,PRIMRE record,Inactive,Full-scale,https://doi.org/10.1016/j.rser.2011.07.123,PRIMRE only: not named in the reports,
P0493,Kaipara Harbour Tidal Project,PRIMRE,,~Open Centre | ~Kaipara Harbour | ~Open Centre Turbine,CrestEnergy,Open Centre Turbine,New Zealand,,tidal,yes,,,Kaipara Harbour,200000,PRIMRE,-36.3869,174.2407,PRIMRE,,,,,,,,PRIMRE,,Kaipara Harbour Tidal Project,PRIMRE record,Inactive,Full-scale,https://www.option4.co.nz/Your_Rights/kaipara-turbines.htm,PRIMRE only: not named in the reports,"its device 'Open Centre Turbine' is named in the reports (2006-2019), perhaps for another deployment"
P0494,Kaiyo at Scapa,PRIMRE,,Kaiyo,Japan Agency for Marine-Earth Science and Technology,Kaiyo,Japan,,wave,yes,,,Philippine Sea,0.2,PRIMRE,24.3018,124.0572,PRIMRE,,,,,,,,PRIMRE,,Kaiyo at Scapa,PRIMRE record,Inactive,Full-scale,,PRIMRE only: not named in the reports,
P0495,Kaneohe Bay OPT Wave Project,PRIMRE,,~PB40 PowerBuoy | Kaneohe Bay OPT,Ocean Power Technologies,PB40 PowerBuoy,United States,,wave,yes,,,"Kaneohe Bay, Hawaii",40,PRIMRE,21.4706,-157.7517,PRIMRE,,,,,,,,PRIMRE,,Kaneohe Bay OPT Wave Project,PRIMRE record,Inactive,Full-scale,https://www.hydroreview.com/world-regions/north-america/opt-deploys-new-wave-power-unit-in-hawaii/,PRIMRE only: not named in the reports,
P0497,Kobe Demonstration,PRIMRE,,Kobe,Wave Energy Technologies Inc - Japan,Green Power Island (GPI),Japan,,wave,yes,,,"Osaka Bay, Kobe",10,PRIMRE,34.6410,135.1978,PRIMRE,,,,,,,,PRIMRE,,Kobe Demonstration,PRIMRE record,Inactive,Sub-scale,https://marineenergy.biz/2017/06/05/japanese-firm-demonstrates-floating-wave-prototype/,PRIMRE only: not named in the reports,
P0499,Kootznahoo Inlet,PRIMRE,,Kootznahoo Inlet,"Littoral Power Systems Inc,Barrett Energy Resources Group",,United States,,tidal,yes,,,"Kootznahoo Inlet, AK",300,PRIMRE,57.4997,-134.2588,PRIMRE,,,,,,,,PRIMRE,,Kootznahoo Inlet,PRIMRE record,Active,Full-scale,https://littoralpower.com/installations/,PRIMRE only: not named in the reports,
P0500,Kujukuri OWC Demonstration,PRIMRE,,Kujukuri,Takenaka Corporation,Kujukuri OWC,Japan,,wave,yes,,,"Pacific Ocean off Kujukuri-Cho, Japan",30,PRIMRE,35.4995,140.6447,PRIMRE,,,,,,,,PRIMRE,,Kujukuri OWC Demonstration,PRIMRE record,Inactive,Full-scale,https://energy.hawaii.gov/wp-content/uploads/2011/10/Wave-Energy-Resource-and-Economic-Assessment-for-the-State-of-Hawaii.pdf,PRIMRE only: not named in the reports,
P0501,Kvaerner WEC Toftestallen,PRIMRE,,Kvaerner,,Kvaerner WEC,Norway,,wave,yes,,,"North Sea, Norway",500,PRIMRE,60.5320,4.8411,PRIMRE,,,,,,,,PRIMRE,,Kvaerner WEC Toftestallen,PRIMRE record,Inactive,Full-scale,https://publikasjoner.nve.no/diverse/1987/Our.activities.during.1987.pdf,PRIMRE only: not named in the reports,
P0502,Kvalsund Tidal Turbine Prototype - Phase 1,PRIMRE,,~HS300 | ~Kvalsund,ANDRITZ Hydro,HS300,Norway,,tidal,yes,,,Barents Sea,300,PRIMRE,70.9602,24.9331,PRIMRE,,,,,,,,PRIMRE,,Kvalsund Tidal Turbine Prototype - Phase 1,PRIMRE record,Inactive,Sub-scale,https://www.andritz.com/resource/blob/61614/cf15d27bc23fd59db125229506ec87c7/hy-hammerfest--1--data.pdf,PRIMRE only: not named in the reports,"its device 'HS300' is named in the reports (2011-2013), perhaps for another deployment"
P0503,Kvalsund Tidal Turbine Prototype - Phase 2,PRIMRE,,~HS300 | ~Kvalsund,ANDRITZ Hydro,HS300,Norway,,tidal,yes,,,Barents Sea,300,PRIMRE,70.9602,24.9331,PRIMRE,,,,,,,,PRIMRE,,Kvalsund Tidal Turbine Prototype - Phase 2,PRIMRE record,Inactive,Sub-scale,https://www.andritz.com/resource/blob/61614/cf15d27bc23fd59db125229506ec87c7/hy-hammerfest--1--data.pdf,PRIMRE only: not named in the reports,"its device 'HS300' is named in the reports (2011-2013), perhaps for another deployment"
P0507,LIMPET Pilot,annual reports,,LIMPET,Queens University of Belfast,Land Installed Marine Powered Energy Transformer LIMPET,United Kingdom,,wave,yes,,,North Atlantic ocean,75,PRIMRE,55.4526,-6.0621,PRIMRE,2002,2010,2002; 2003; 2004; 2008; 2010,,,name search for 'LIMPET' (unverified),,PRIMRE,,LIMPET Pilot,PRIMRE record,Inactive,Sub-scale,https://tethys.pnnl.gov/sites/default/files/publications/Islay_LIMPET_Report.pdf,reviewed 2026-09-24: PRIMRE project named in the reports as 'LIMPET' (2002-2010); not in the Pilot years,
P0508,Larantuka 10MW project,PRIMRE,,Larantuka,SBS Intl Ltd,,Indonesia,,tidal,yes,,,Larantuka Strait,10000,PRIMRE,-8.3410,122.9957,PRIMRE,,,,,,,,PRIMRE,,Larantuka 10MW project,PRIMRE record,Active,Full-scale,https://www.offshore-energy.biz/british-tidal-energy-specialist-to-provide-technical-advice-for-projects-in-indonesia/,PRIMRE only: not named in the reports,
P0510,Living Bridge,annual reports,,Living Bridge,New Energy Corporation,EVG-025H,United States,,tidal,yes,,,"Piscataqua River, New Hampshire",25,PRIMRE,43.0798,-70.7519,PRIMRE,2015,2018,2015; 2018,,,name search for 'Living Bridge' (unverified),,PRIMRE,,Living Bridge,PRIMRE record,Inactive,Full-scale,https://ceps.unh.edu/ocean-engineering/research/renewable-energy/living-bridge-project-tidal-energy,reviewed 2026-09-24: PRIMRE project named in the reports as 'Living Bridge' (2015-2018); not in the Pilot years,
P0511,Loch Linnhe Tidal Current Turbine Demonstration,PRIMRE,,Loch Linnhe,SIMEC Atlantis Energy,IT Power ltd Tidal Current Turbine,United Kingdom,,tidal,yes,,,Loch Linnhe,15,PRIMRE,56.7235,-5.2392,PRIMRE,,,,,,,,PRIMRE,,Loch Linnhe Tidal Current Turbine Demonstration,PRIMRE record,Inactive,Full-scale,https://www.researchgate.net/publication/267809602_Practical_tidal_turbine_design_considerations_a_review_of_technical_alternatives_and_key_design_decisions_leading_to_the_development_of_the_SeaGen_12MW_tidal_turbine,PRIMRE only: not named in the reports,
P0512,Lucid Energy At Bonneyville,PRIMRE,,~Gorlov Reaction | ~Gorlov Reaction Turbine,Lucid Energy Technologies GCK,Gorlov Reaction Turbine,United States,,river current,yes,,,Little Eckhart River,,,41.7194,-85.7648,PRIMRE,,,,,,,,PRIMRE,,Lucid Energy At Bonneyville,PRIMRE record,Inactive,Full-scale,https://www.wnit.org/outdoorelements/pdf/lucidbonneyvillebrochure.pdf,PRIMRE only: not named in the reports,
P0514,MBARI-WEC Demonstration,PRIMRE,,MBARI-WEC,Monterey Bay Aquarium Research Institute,MBARI-WEC,United States,,wave,yes,,,Monterey Bay,1,PRIMRE,36.8117,-121.8388,PRIMRE,,,,,,,,PRIMRE,,MBARI-WEC Demonstration,PRIMRE record,Active,Full-scale,https://osrf.github.io/mbari_wec/main/,PRIMRE only: not named in the reports,
P0516,Magnetostrictive Wave Energy Harvester First Deployment in Lake Washington,PRIMRE,,~MWEH | Magnetostrictive Wave Energy Harvester,Oscilla Power,Magnetostrictive Wave Energy Harvester (MWEH),United States,,wave,yes,pmec_lake_washington,,"Lake Washington, Washington",,,47.63,-122.26,test site,,,,,,,,PRIMRE,,Magnetostrictive Wave Energy Harvester First Deployment in Lake Washington,PRIMRE record,Inactive,Sub-scale,"https://www.oscillapower.com/background#:~:text=Oscilla_Power_enters_the_US,SEPTEMBER_2010",PRIMRE only: not named in the reports,
P0517,Magnetostrictive Wave Energy Harvester at Isle of Shoals,PRIMRE,,~MWEH | Magnetostrictive Wave Energy Harvester,Oscilla Power,Magnetostrictive Wave Energy Harvester (MWEH),United States,,wave,yes,,,Atlantic Ocean,,,42.9852,-70.6155,PRIMRE,,,,,,,,PRIMRE,,Magnetostrictive Wave Energy Harvester at Isle of Shoals,PRIMRE record,Inactive,Sub-scale,"https://www.oscillapower.com/background#:~:text=Oscilla_Power_enters_the_US,SEPTEMBER_2010",PRIMRE only: not named in the reports,test site link to amec removed: matched on a shared place word only
P0521,Mighty Whale Gokasho Bay,PRIMRE,,Mighty Whale,Japan Agency for Marine-Earth Science and Technology,Mighty Whale,Japan,,wave,yes,,,Gokasho Bay,110,PRIMRE,33.7806,136.6860,PRIMRE,,,,,,,,PRIMRE,,Mighty Whale Gokasho Bay,PRIMRE record,Inactive,Full-scale,http://dx.doi.org/10.1109/OCEANS.2001.968786,PRIMRE only: not named in the reports,"its device 'Mighty Whale' is named in the reports (2002-2008), perhaps for another deployment"
P0522,Milla Fjord Wave Dragon Project,PRIMRE,,Wave Dragon,Wave Dragon ApS,Wave Dragon,United Kingdom,,wave,yes,,,"Atlantic Ocean, 20 km from Pembrokeshire, United Kingdom",112000,PRIMRE,51.6731,-5.2491,PRIMRE,,,,,,,,PRIMRE,,Milla Fjord Wave Dragon Project,PRIMRE record,Inactive,Full-scale,http://wavedragon.net/projekter-ii/,PRIMRE only: not named in the reports,"its device 'Wave Dragon' is named in the reports (2002-2025), perhaps for another deployment"
P0524,Minesto Strangford Lough - Deep Green,PRIMRE,,Minesto Strangford Lough,Minesto AB,Deep Green Tidal Kite,United Kingdom,,tidal,yes,,,"Strangford Lough, Irish Sea",30,PRIMRE,54.4612,-5.6055,PRIMRE,,,,,,,,PRIMRE,,Minesto Strangford Lough - Deep Green,PRIMRE record,Inactive,Full-scale,https://www1.minesto.se/our-technology/strangford-lough,PRIMRE only: not named in the reports,"reviewed 2026-09-24: not linked to qml_strangford (PRIMRE lists no Minesto device there); its device 'Deep Green Tidal Kite' is named in the reports (2014-2020), perhaps for another deployment"
P0525,Minesto Strangford Lough - Dragon Class,PRIMRE,,Minesto Strangford Lough,Minesto AB,Minesto Dragon 4,United Kingdom,,tidal,yes,,,"Strangford Lough, Irish Sea",,,54.4612,-5.6055,PRIMRE,,,,,,,,PRIMRE,,Minesto Strangford Lough - Dragon Class,PRIMRE record,Inactive,Full-scale,https://www.offshore-energy.biz/minesto-hires-tidal-test-support-crew/,PRIMRE only: not named in the reports,reviewed 2026-09-24: not linked to qml_strangford (PRIMRE lists no Minesto device there)
P0526,Minesto Taiwan Tidal Energy,PRIMRE,,Minesto Taiwan,Minesto AB,,Taiwan,,tidal,yes,,,Kuroshio Current,500,PRIMRE,25.3731,121.8620,PRIMRE,,,,,,,,PRIMRE,,Minesto Taiwan Tidal Energy,PRIMRE record,Active,Full-scale,https://minesto.com/projects/taiwan,PRIMRE only: not named in the reports,
P0527,Mini-OTEC Keahole Point,PRIMRE,,Mini-OTEC,Lockheed Martin Energy,Mini-OTEC,United States,,OTEC,yes,otec_keahole,,"Pacific Ocean, Hawaii",50,PRIMRE,19.73,-156.06,test site,,,,,,,,PRIMRE,,Mini-OTEC Keahole Point,PRIMRE record,Inactive,Full-scale,https://tethys-engineering.pnnl.gov/publications/mini-otec-operational-results,PRIMRE only: not named in the reports,
P0528,Modular RivGen Test in Millinocket Maine,PRIMRE,,Modular RivGen,Ocean Renewable Power Company,Modular RivGen Power System,United States,,river current,yes,,,"Millinocket Stream, Maine",14,PRIMRE,45.6569,-68.7046,PRIMRE,,,,,,,,PRIMRE,,Modular RivGen Test in Millinocket Maine,PRIMRE record,Inactive,Sub-scale,https://www.energy.gov/eere/water/articles/power-system-generates-clean-energy-river-currents-demonstrated-maine,PRIMRE only: not named in the reports,
P0529,Montenegro Demonstration of Sigma Energy WEC,PRIMRE,,Sigma Energy WEC | Montenegro Demonstration of Sigma,Sigma Energy,Sigma Energy WEC,Montenegro,,wave,yes,,,"Adriatic Sea, Bar",30,PRIMRE,42.0826,19.0794,PRIMRE,,,,,,,,PRIMRE,,Montenegro Demonstration of Sigma Energy WEC,PRIMRE record,Inactive,Full-scale,https://www.sigma-energy.si/,PRIMRE only: not named in the reports,
P0531,Morild II Tidal Power Plant Demonstration - Gimsoy Stream,PRIMRE,,Morild,STRAUM,Morild II Tidal Power Plant,Norway,,tidal,yes,,,Norwegian Sea,1500,PRIMRE,68.2367,13.9385,PRIMRE,,,,,,,,PRIMRE,,Morild II Tidal Power Plant Demonstration - Gimsoy Stream,PRIMRE record,Inactive,Full-scale,https://hydratidal.wordpress.com/2011/01/03/floating-tidal-plant-gets-attention/,PRIMRE only: not named in the reports,
P0532,Morlais,annual reports,,~KHPS | ~ATIR,Menter Mon,Kinetic Hydropower System (KHPS) Gen5 | ATIR | Tocardo International T3 Turbine,United Kingdom,,tidal,yes,morlais,,"Irish Sea, Wales",38000,PRIMRE,53.3,-4.72,test site,2018,2025,2018; 2019; 2020; 2021; 2022; 2023; 2024; 2025,,,name search for 'Morlais' (unverified),,PRIMRE,,Morlais,PRIMRE record,Active,Full-scale,https://www.morlaisenergy.com/,reviewed 2026-09-24: PRIMRE project named in the reports as 'Morlais' (2018-2025); not in the Pilot years,PRIMRE project record for a test site / demonstration zone
P0533,Muskeget Channel,annual reports,,Muskeget Channel,Marine Renewable Energy Collaborative,,United States,,tidal,yes,,,"Muskeget Bay, Edgartown, MA",5000,PRIMRE,41.3512,-70.3953,PRIMRE,2012,2012,2012,,,name search for 'Muskeget Channel' (unverified),,PRIMRE,,Muskeget Channel,PRIMRE record,Inactive,Full-scale,https://www.mreconewengland.org/newsletters-press/,reviewed 2026-09-24: PRIMRE project named in the reports as 'Muskeget Channel' (2012-2012); not in the Pilot years,
P0534,NIOT Sagar-Sakthi,PRIMRE,,Sagar-Sakthi,Indian National Institute of Ocean Technology,Sagar-Sakthi Floating OTEC,India,,OTEC,yes,,,Laccadive Sea,1000,PRIMRE,8.3161,78.7730,PRIMRE,,,,,,,,PRIMRE,,NIOT Sagar-Sakthi,PRIMRE record,Inactive,Full-scale,https://www.academia.edu/104525520/The_Indian_1_MW_Demonstration_OTEC_Plant_and_the_Pre_Commissioning_Tests,PRIMRE only: not named in the reports,
P0536,NOTC Upper Hinged OWSC at Daguan,PRIMRE,,NOTC Upper Hinged OWSC,National Ocean Technology Center,NOTC Upper Hinged OWSC,China,,wave,yes,,,Yellow Sea,100,PRIMRE,36.2372,120.7739,PRIMRE,,,,,,,,PRIMRE,,NOTC Upper Hinged OWSC at Daguan,PRIMRE record,Active,Full-scale,https://www.sciencedirect.com/science/article/pii/S1364032110003278,PRIMRE only: not named in the reports,
P0539,Naru Strait Pilot,PRIMRE,,~SAE AR500 | Naru Strait Pilot,Kyuden Mirai Energy Company Inc.,SAE AR500,Japan,,tidal,yes,amec_naru,,"Naru Strait, Japan",500,PRIMRE,32.83,128.97,test site,,,,,,,,PRIMRE,,Naru Strait Pilot,PRIMRE record,Inactive,Full-scale,https://saerenewables.com/sae-achieves-another-tidal-milestone-with-installation-and-successful-generation-of-tidal-turbine-in-japan/,PRIMRE only: not named in the reports,
P0540,Nauru 100 kW OTEC,PRIMRE,,~TEPCO,Tokyo Electric Power Co,TEPCO 100 kW pilot plant,Nauru,,OTEC,yes,,,Pacific Ocean,120,PRIMRE,-0.5317,166.9282,PRIMRE,,,,,,,,PRIMRE,,Nauru 100 kW OTEC,PRIMRE record,Inactive,Full-scale,https://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=4112327,PRIMRE only: not named in the reports,
P0541,Nautilus 150MW Project,PRIMRE,,~SAE AR1500 | Nautilus 150MW Project,SBS Intl Ltd,SAE AR1500,Indonesia,,tidal,yes,,,Badung Strait,12000,PRIMRE,-8.7097,115.7914,PRIMRE,,,,,,,,PRIMRE,,Nautilus 150MW Project,PRIMRE record,Active,Full-scale,https://sbstidalenergy.com/nautilus-150mw-project/,PRIMRE only: not named in the reports,
P0542,Nearshore Finfish Aquaculture and Wave Energy - Scotland,PRIMRE,,Nearshore Finfish Aquaculture,Aqua Power Technologies,Manta,United Kingdom,,wave,yes,,,Clift Sound,4.6,PRIMRE,60.0609,-1.3050,PRIMRE,,,,,,,,PRIMRE,,Nearshore Finfish Aquaculture and Wave Energy - Scotland,PRIMRE record,Inactive,Full-scale,https://tethys.pnnl.gov/sites/default/files/publications/oes-aquaculture-and-ocean-energy.pdf,PRIMRE only: not named in the reports,"its device 'Manta' is named in the reports (2019-2024), perhaps for another deployment"
P0544,Nezha I Deployment,annual reports,,Nezha | Nezha I,"Guangzhou Institute of Energy Conversion,China Shipbuilding Industry Corporation",Nezha I,China,,wave,yes,,,"Dawanshan Waters, Southern China",10,PRIMRE,22.0551,114.0075,PRIMRE,2013,2013,2013,,,name search for 'Nezha I' (unverified),,PRIMRE,,Nezha I Deployment,PRIMRE record,Inactive,Full-scale,https://aoc.ouc.edu.cn/2018/0903/c9821a209573/pagem.psp,reviewed 2026-09-24: PRIMRE project named in the reports as 'Nezha I' (2013-2013); not in the Pilot years,
P0545,Nezha II Deployment,annual reports,,Nezha | Nezha II,Guangzhou Institute of Energy Conversion,Nezha II,China,,wave,yes,,,"Dawanshan Waters, Southern China",20,PRIMRE,22.0170,114.0102,PRIMRE,2013,2013,2013,,,name search for 'Nezha II' (unverified),,PRIMRE,,Nezha II Deployment,PRIMRE record,Inactive,Full-scale,https://www.crses.sun.ac.za/oen/PDF/2013/oes_annual_report_2013.pdf,reviewed 2026-09-24: PRIMRE project named in the reports as 'Nezha II' (2013-2013); not in the Pilot years,
P0547,North West Lewis,annual reports,,~North West Lewis,Aquamarine Power,Aquamarine Power Oyster 800,United Kingdom,,wave,yes,,,"North-west coast of the Western Isles, Scotland",40000,PRIMRE,58.5292,-6.5427,PRIMRE,2012,2012,2012,,,name search for 'North West Lewis' (unverified),,PRIMRE,,North West Lewis,PRIMRE record,Inactive,Full-scale,https://tethys.pnnl.gov/project-sites/north-west-lewis-wave-array,reviewed 2026-09-24: PRIMRE project named in the reports as 'North West Lewis' (2012-2012); not in the Pilot years,
P0548,NoviOcean3 (NO3),PRIMRE,,NO3 | NoviOcean3,NoviOcean,Medi Wave 850H,Sweden,,wave,yes,,,Stockholm archipelago,,,59.2322,19.0609,PRIMRE,,,,,,,,PRIMRE,,NoviOcean3 (NO3),PRIMRE record,Active,Sub-scale,https://noviocean.energy/,PRIMRE only: not named in the reports,
P0549,OCEANTEC 1:4 Prototype WEC,PRIMRE,,OCEANTEC | Oceantec,"Oceantec Energias Marinas SL,IDOM",Oceantec WEC,Spain,,wave,yes,,,Cala Murgita,,,43.4007,-1.9134,PRIMRE,,,,,,,,PRIMRE,,OCEANTEC 1:4 Prototype WEC,PRIMRE record,Inactive,Sub-scale,https://www.researchgate.net/publication/228429348_Oceantec_Sea_trials_of_a_quarter_scale_prototype,PRIMRE only: not named in the reports,
